"Time","emqx-2","emqx-1","emqx-0","emqx-3","Used Memory"
2023-06-22 15:59:45,1.58 GB,1.77 GB,1.76 GB,1.76 GB,6.87 GB
2023-06-22 16:00:00,1.60 GB,1.78 GB,1.77 GB,1.78 GB,6.92 GB
2023-06-22 16:00:15,1.61 GB,1.79 GB,1.78 GB,1.79 GB,6.96 GB
2023-06-22 16:00:30,1.63 GB,1.80 GB,1.81 GB,1.79 GB,7.02 GB
2023-06-22 16:00:45,1.64 GB,1.80 GB,1.84 GB,1.80 GB,7.07 GB
2023-06-22 16:01:00,1.64 GB,1.80 GB,1.86 GB,1.82 GB,7.12 GB
2023-06-22 16:01:15,1.65 GB,1.81 GB,1.86 GB,1.83 GB,7.15 GB
2023-06-22 16:01:30,1.66 GB,1.82 GB,1.87 GB,1.83 GB,7.18 GB
2023-06-22 16:01:45,1.66 GB,1.84 GB,1.88 GB,1.83 GB,7.21 GB
2023-06-22 16:02:00,1.66 GB,1.85 GB,1.89 GB,1.85 GB,7.25 GB
2023-06-22 16:02:15,1.67 GB,1.85 GB,1.90 GB,1.86 GB,7.28 GB
2023-06-22 16:02:30,1.68 GB,1.89 GB,1.91 GB,1.86 GB,7.35 GB
2023-06-22 16:02:45,1.69 GB,1.90 GB,1.92 GB,1.86 GB,7.37 GB
2023-06-22 16:03:00,1.70 GB,1.91 GB,1.93 GB,1.89 GB,7.43 GB
2023-06-22 16:03:15,1.72 GB,1.90 GB,1.93 GB,1.89 GB,7.43 GB
2023-06-22 16:03:30,1.73 GB,1.91 GB,1.94 GB,1.90 GB,7.47 GB
2023-06-22 16:03:45,1.76 GB,1.90 GB,1.96 GB,1.91 GB,7.52 GB
2023-06-22 16:04:00,1.75 GB,1.91 GB,1.96 GB,1.92 GB,7.54 GB
2023-06-22 16:04:15,1.76 GB,1.91 GB,1.96 GB,1.93 GB,7.57 GB
2023-06-22 16:04:30,1.77 GB,1.92 GB,1.96 GB,1.93 GB,7.59 GB
2023-06-22 16:04:45,1.78 GB,1.93 GB,1.97 GB,1.94 GB,7.62 GB
2023-06-22 16:05:00,1.77 GB,1.95 GB,1.99 GB,1.97 GB,7.68 GB
2023-06-22 16:05:15,1.78 GB,1.97 GB,2.00 GB,2.01 GB,7.75 GB
2023-06-22 16:05:30,1.81 GB,1.98 GB,2.01 GB,2.02 GB,7.81 GB
2023-06-22 16:05:45,1.82 GB,1.98 GB,2.01 GB,2.04 GB,7.86 GB
2023-06-22 16:06:00,1.82 GB,2.01 GB,2.03 GB,2.04 GB,7.91 GB
2023-06-22 16:06:15,1.84 GB,2.01 GB,2.02 GB,2.06 GB,7.92 GB
2023-06-22 16:06:30,1.86 GB,2.02 GB,2.05 GB,2.06 GB,7.99 GB
2023-06-22 16:06:45,1.85 GB,2.02 GB,2.08 GB,2.05 GB,8.00 GB
2023-06-22 16:07:00,1.85 GB,2.04 GB,2.08 GB,2.07 GB,8.04 GB
2023-06-22 16:07:15,1.85 GB,2.05 GB,2.09 GB,2.09 GB,8.08 GB
2023-06-22 16:07:30,1.86 GB,2.04 GB,2.09 GB,2.09 GB,8.08 GB
2023-06-22 16:07:45,1.87 GB,2.04 GB,2.09 GB,2.09 GB,8.08 GB
2023-06-22 16:08:00,1.86 GB,2.04 GB,2.09 GB,2.08 GB,8.07 GB
2023-06-22 16:08:15,1.87 GB,2.06 GB,2.09 GB,2.08 GB,8.09 GB
2023-06-22 16:08:30,1.87 GB,2.06 GB,2.10 GB,2.08 GB,8.10 GB
2023-06-22 16:08:45,1.87 GB,2.07 GB,1.97 GB,2.12 GB,8.03 GB
2023-06-22 16:09:00,1.86 GB,2.01 GB,2.00 GB,2.04 GB,7.90 GB
2023-06-22 16:09:15,1.88 GB,2.01 GB,2.01 GB,2.05 GB,7.95 GB
2023-06-22 16:09:30,1.90 GB,2.03 GB,2.02 GB,2.07 GB,8.02 GB
2023-06-22 16:09:45,1.91 GB,2.03 GB,2.04 GB,2.09 GB,8.08 GB
2023-06-22 16:10:00,1.93 GB,2.08 GB,2.05 GB,2.11 GB,8.17 GB
2023-06-22 16:10:15,1.94 GB,2.09 GB,2.05 GB,2.10 GB,8.18 GB
2023-06-22 16:10:30,1.93 GB,2.10 GB,2.05 GB,2.11 GB,8.19 GB
2023-06-22 16:10:45,1.93 GB,2.10 GB,2.06 GB,2.10 GB,8.20 GB
2023-06-22 16:11:00,1.93 GB,2.10 GB,2.06 GB,2.12 GB,8.21 GB
2023-06-22 16:11:15,1.93 GB,2.09 GB,2.06 GB,2.12 GB,8.20 GB
2023-06-22 16:11:30,1.92 GB,2.11 GB,2.07 GB,2.12 GB,8.22 GB
2023-06-22 16:11:45,1.92 GB,2.13 GB,2.07 GB,2.12 GB,8.23 GB
2023-06-22 16:12:00,1.92 GB,2.12 GB,2.07 GB,2.12 GB,8.23 GB
2023-06-22 16:12:15,1.93 GB,2.12 GB,2.06 GB,2.12 GB,8.23 GB
2023-06-22 16:12:30,1.91 GB,2.12 GB,2.06 GB,2.13 GB,8.22 GB
2023-06-22 16:12:45,1.92 GB,2.10 GB,2.07 GB,2.13 GB,8.21 GB
2023-06-22 16:13:00,1.90 GB,2.10 GB,2.06 GB,2.13 GB,8.19 GB
2023-06-22 16:13:15,1.90 GB,2.09 GB,2.08 GB,2.14 GB,8.21 GB
2023-06-22 16:13:30,1.88 GB,2.07 GB,2.07 GB,2.12 GB,8.14 GB
2023-06-22 16:13:45,1.88 GB,2.07 GB,2.07 GB,2.11 GB,8.12 GB
2023-06-22 16:14:00,1.87 GB,2.06 GB,2.06 GB,2.10 GB,8.09 GB
2023-06-22 16:14:15,1.86 GB,2.06 GB,2.06 GB,2.10 GB,8.09 GB
2023-06-22 16:14:30,1.87 GB,2.07 GB,2.07 GB,2.10 GB,8.10 GB
2023-06-22 16:14:45,1.87 GB,2.07 GB,2.07 GB,2.10 GB,8.12 GB
2023-06-22 16:15:00,1.86 GB,2.07 GB,2.06 GB,2.10 GB,8.09 GB
2023-06-22 16:15:15,1.87 GB,2.07 GB,2.06 GB,2.10 GB,8.10 GB
2023-06-22 16:15:30,1.87 GB,2.06 GB,2.06 GB,2.11 GB,8.10 GB
2023-06-22 16:15:45,1.87 GB,2.07 GB,2.06 GB,2.10 GB,8.10 GB
2023-06-22 16:16:00,1.86 GB,2.06 GB,2.06 GB,2.11 GB,8.09 GB
2023-06-22 16:16:15,1.87 GB,2.06 GB,2.06 GB,2.10 GB,8.09 GB
2023-06-22 16:16:30,1.86 GB,2.07 GB,2.06 GB,2.10 GB,8.09 GB
2023-06-22 16:16:45,1.86 GB,2.06 GB,2.07 GB,2.10 GB,8.09 GB
2023-06-22 16:17:00,1.86 GB,2.07 GB,2.07 GB,2.10 GB,8.10 GB
2023-06-22 16:17:15,1.86 GB,2.07 GB,2.07 GB,2.10 GB,8.10 GB
2023-06-22 16:17:30,1.86 GB,2.06 GB,2.05 GB,2.10 GB,8.08 GB
2023-06-22 16:17:45,1.86 GB,2.07 GB,2.06 GB,2.10 GB,8.09 GB
2023-06-22 16:18:00,1.87 GB,2.07 GB,2.06 GB,2.11 GB,8.10 GB
2023-06-22 16:18:15,1.86 GB,2.06 GB,2.06 GB,2.10 GB,8.08 GB
2023-06-22 16:18:30,1.86 GB,2.07 GB,2.07 GB,2.11 GB,8.11 GB
2023-06-22 16:18:45,1.86 GB,2.06 GB,2.07 GB,2.10 GB,8.09 GB
2023-06-22 16:19:00,1.86 GB,2.07 GB,2.07 GB,2.11 GB,8.11 GB
2023-06-22 16:19:15,1.85 GB,2.06 GB,2.06 GB,2.10 GB,8.08 GB
2023-06-22 16:19:30,1.87 GB,2.06 GB,2.06 GB,2.11 GB,8.10 GB
2023-06-22 16:19:45,1.87 GB,2.06 GB,2.06 GB,2.10 GB,8.09 GB
2023-06-22 16:20:00,1.86 GB,2.07 GB,2.07 GB,2.10 GB,8.11 GB
2023-06-22 16:20:15,1.88 GB,2.06 GB,2.07 GB,2.11 GB,8.12 GB
2023-06-22 16:20:30,1.87 GB,2.06 GB,2.07 GB,2.11 GB,8.11 GB
2023-06-22 16:20:45,1.87 GB,2.06 GB,2.07 GB,2.11 GB,8.10 GB
2023-06-22 16:21:00,1.88 GB,2.07 GB,2.07 GB,2.11 GB,8.11 GB
2023-06-22 16:21:15,1.87 GB,2.07 GB,2.07 GB,2.10 GB,8.10 GB
2023-06-22 16:21:30,1.87 GB,2.07 GB,2.06 GB,2.12 GB,8.12 GB
2023-06-22 16:21:45,1.86 GB,2.06 GB,2.07 GB,2.10 GB,8.10 GB
2023-06-22 16:22:00,1.87 GB,2.15 GB,2.07 GB,2.11 GB,8.21 GB
2023-06-22 16:22:15,1.86 GB,2.15 GB,2.06 GB,2.10 GB,8.18 GB
2023-06-22 16:22:30,1.87 GB,2.15 GB,2.07 GB,2.11 GB,8.20 GB
2023-06-22 16:22:45,1.87 GB,2.16 GB,2.07 GB,2.11 GB,8.20 GB
2023-06-22 16:23:00,1.86 GB,2.15 GB,2.06 GB,2.10 GB,8.16 GB
2023-06-22 16:23:15,1.86 GB,2.15 GB,2.06 GB,2.11 GB,8.17 GB
2023-06-22 16:23:30,1.85 GB,2.15 GB,2.07 GB,2.10 GB,8.18 GB
2023-06-22 16:23:45,1.85 GB,2.14 GB,2.06 GB,2.09 GB,8.14 GB
2023-06-22 16:24:00,1.73 GB,1.98 GB,1.92 GB,2.01 GB,7.65 GB
2023-06-22 16:24:15,1.76 GB,2.03 GB,1.96 GB,2.04 GB,7.78 GB
2023-06-22 16:24:30,1.80 GB,2.07 GB,1.96 GB,2.06 GB,7.89 GB
2023-06-22 16:24:45,1.80 GB,2.08 GB,2.00 GB,2.07 GB,7.95 GB
2023-06-22 16:25:00,1.82 GB,2.09 GB,2.01 GB,2.09 GB,8.01 GB
2023-06-22 16:25:15,1.82 GB,2.10 GB,2.02 GB,2.11 GB,8.04 GB
2023-06-22 16:25:30,1.82 GB,2.12 GB,2.02 GB,2.13 GB,8.09 GB
2023-06-22 16:25:45,1.82 GB,2.11 GB,2.02 GB,2.14 GB,8.09 GB
2023-06-22 16:26:00,1.83 GB,2.11 GB,2.02 GB,2.17 GB,8.12 GB
2023-06-22 16:26:15,1.84 GB,2.12 GB,2.02 GB,2.17 GB,8.14 GB
2023-06-22 16:26:30,1.84 GB,2.12 GB,2.01 GB,2.17 GB,8.14 GB
2023-06-22 16:26:45,1.84 GB,2.12 GB,2.03 GB,2.17 GB,8.16 GB
2023-06-22 16:27:00,1.84 GB,2.13 GB,2.03 GB,2.17 GB,8.17 GB
2023-06-22 16:27:15,1.85 GB,2.13 GB,2.04 GB,2.16 GB,8.18 GB
2023-06-22 16:27:30,1.85 GB,2.14 GB,2.04 GB,2.17 GB,8.19 GB
2023-06-22 16:27:45,1.84 GB,2.13 GB,2.03 GB,2.17 GB,8.17 GB
2023-06-22 16:28:00,1.85 GB,2.14 GB,2.03 GB,2.17 GB,8.18 GB
2023-06-22 16:28:15,1.85 GB,2.14 GB,2.03 GB,2.17 GB,8.18 GB
2023-06-22 16:28:30,1.84 GB,2.14 GB,2.03 GB,2.17 GB,8.18 GB
2023-06-22 16:28:45,1.84 GB,2.15 GB,2.02 GB,2.17 GB,8.18 GB
2023-06-22 16:29:00,1.84 GB,2.14 GB,2.02 GB,2.17 GB,8.18 GB
2023-06-22 16:29:15,1.84 GB,2.15 GB,2.03 GB,2.17 GB,8.19 GB
2023-06-22 16:29:30,1.84 GB,2.15 GB,2.04 GB,2.17 GB,8.20 GB
2023-06-22 16:29:45,1.84 GB,2.15 GB,2.03 GB,2.16 GB,8.18 GB
2023-06-22 16:30:00,1.84 GB,2.15 GB,2.02 GB,2.18 GB,8.19 GB
2023-06-22 16:30:15,1.84 GB,2.14 GB,2.04 GB,2.16 GB,8.18 GB
2023-06-22 16:30:30,1.85 GB,2.15 GB,2.03 GB,2.17 GB,8.20 GB
2023-06-22 16:30:45,1.85 GB,2.16 GB,2.03 GB,2.17 GB,8.21 GB
2023-06-22 16:31:00,1.84 GB,2.15 GB,2.03 GB,2.17 GB,8.19 GB
2023-06-22 16:31:15,1.84 GB,2.16 GB,2.03 GB,2.17 GB,8.20 GB
2023-06-22 16:31:30,1.85 GB,2.15 GB,2.03 GB,2.17 GB,8.20 GB
2023-06-22 16:31:45,1.84 GB,2.15 GB,2.02 GB,2.16 GB,8.18 GB
2023-06-22 16:32:00,1.84 GB,2.15 GB,2.02 GB,2.16 GB,8.18 GB
2023-06-22 16:32:15,1.85 GB,2.15 GB,2.03 GB,2.16 GB,8.19 GB
2023-06-22 16:32:30,1.84 GB,2.15 GB,2.02 GB,2.17 GB,8.18 GB
2023-06-22 16:32:45,1.85 GB,2.15 GB,2.03 GB,2.17 GB,8.19 GB
2023-06-22 16:33:00,1.84 GB,2.15 GB,2.03 GB,2.17 GB,8.19 GB
2023-06-22 16:33:15,1.84 GB,2.15 GB,2.02 GB,2.16 GB,8.18 GB
2023-06-22 16:33:30,1.84 GB,2.15 GB,2.03 GB,2.16 GB,8.18 GB
2023-06-22 16:33:45,1.84 GB,2.15 GB,2.03 GB,2.17 GB,8.19 GB
2023-06-22 16:34:00,1.84 GB,2.15 GB,2.03 GB,2.17 GB,8.19 GB
2023-06-22 16:34:15,1.84 GB,2.15 GB,2.03 GB,2.16 GB,8.19 GB
2023-06-22 16:34:30,1.84 GB,2.15 GB,2.03 GB,2.17 GB,8.20 GB
2023-06-22 16:34:45,1.85 GB,2.15 GB,2.03 GB,2.16 GB,8.18 GB
2023-06-22 16:35:00,1.84 GB,2.15 GB,2.03 GB,2.16 GB,8.19 GB
2023-06-22 16:35:15,1.84 GB,2.15 GB,2.03 GB,2.16 GB,8.18 GB
2023-06-22 16:35:30,1.85 GB,2.15 GB,2.03 GB,2.17 GB,8.19 GB
2023-06-22 16:35:45,1.85 GB,2.15 GB,2.03 GB,2.17 GB,8.19 GB
2023-06-22 16:36:00,1.84 GB,2.15 GB,2.02 GB,2.17 GB,8.19 GB
2023-06-22 16:36:15,1.84 GB,2.15 GB,2.03 GB,2.17 GB,8.19 GB
2023-06-22 16:36:30,1.85 GB,2.15 GB,2.03 GB,2.17 GB,8.20 GB
2023-06-22 16:36:45,1.85 GB,2.14 GB,2.03 GB,2.16 GB,8.18 GB
2023-06-22 16:37:00,1.84 GB,2.15 GB,2.03 GB,2.17 GB,8.20 GB
2023-06-22 16:37:15,1.85 GB,2.15 GB,2.03 GB,2.17 GB,8.19 GB

