"Time","emqx-1","emqx-0","Used Memory"
2023-06-23 17:13:30,2.60 GB,3.73 GB,6.33 GB
2023-06-23 17:13:45,2.60 GB,3.73 GB,6.33 GB
2023-06-23 17:14:00,2.61 GB,3.73 GB,6.34 GB
2023-06-23 17:14:15,2.60 GB,3.72 GB,6.33 GB
2023-06-23 17:14:30,2.61 GB,3.72 GB,6.33 GB
2023-06-23 17:14:45,2.62 GB,3.72 GB,6.34 GB
2023-06-23 17:15:00,2.62 GB,3.71 GB,6.33 GB
2023-06-23 17:15:15,2.61 GB,3.72 GB,6.33 GB
2023-06-23 17:15:30,2.61 GB,3.72 GB,6.33 GB
2023-06-23 17:15:45,2.60 GB,3.73 GB,6.33 GB
2023-06-23 17:16:00,2.62 GB,3.73 GB,6.35 GB
2023-06-23 17:16:15,2.61 GB,3.72 GB,6.33 GB
2023-06-23 17:16:30,2.61 GB,3.73 GB,6.34 GB
2023-06-23 17:16:45,2.60 GB,3.72 GB,6.33 GB
2023-06-23 17:17:00,2.61 GB,3.72 GB,6.34 GB
2023-06-23 17:17:15,2.61 GB,3.73 GB,6.34 GB
2023-06-23 17:17:30,2.61 GB,3.73 GB,6.34 GB
2023-06-23 17:17:45,2.61 GB,3.73 GB,6.34 GB
2023-06-23 17:18:00,2.61 GB,3.73 GB,6.35 GB
2023-06-23 17:18:15,2.61 GB,3.73 GB,6.34 GB
2023-06-23 17:18:30,2.61 GB,3.73 GB,6.34 GB
2023-06-23 17:18:45,2.61 GB,3.73 GB,6.34 GB
2023-06-23 17:19:00,2.61 GB,3.73 GB,6.34 GB
2023-06-23 17:19:15,2.61 GB,3.73 GB,6.34 GB
2023-06-23 17:19:30,2.62 GB,3.73 GB,6.35 GB
2023-06-23 17:19:45,2.62 GB,3.71 GB,6.33 GB
2023-06-23 17:20:00,2.61 GB,3.73 GB,6.33 GB
2023-06-23 17:20:15,2.61 GB,3.72 GB,6.33 GB
2023-06-23 17:20:30,2.61 GB,3.72 GB,6.33 GB
2023-06-23 17:20:45,2.61 GB,3.72 GB,6.33 GB
2023-06-23 17:21:00,2.38 GB,3.48 GB,5.86 GB
2023-06-23 17:21:15,2.41 GB,3.58 GB,5.99 GB
2023-06-23 17:21:30,2.52 GB,3.62 GB,6.14 GB
2023-06-23 17:21:45,2.53 GB,3.65 GB,6.18 GB
2023-06-23 17:22:00,2.55 GB,3.67 GB,6.22 GB
2023-06-23 17:22:15,2.57 GB,3.69 GB,6.25 GB
2023-06-23 17:22:30,2.58 GB,3.71 GB,6.29 GB
2023-06-23 17:22:45,2.60 GB,3.72 GB,6.32 GB
2023-06-23 17:23:00,2.61 GB,3.72 GB,6.34 GB
2023-06-23 17:23:15,2.62 GB,3.74 GB,6.36 GB
2023-06-23 17:23:30,2.65 GB,3.76 GB,6.41 GB
2023-06-23 17:23:45,2.65 GB,3.77 GB,6.42 GB
2023-06-23 17:24:00,2.66 GB,3.76 GB,6.42 GB
2023-06-23 17:24:15,2.65 GB,3.76 GB,6.42 GB
2023-06-23 17:24:30,2.65 GB,3.76 GB,6.41 GB
2023-06-23 17:24:45,2.65 GB,3.77 GB,6.41 GB
2023-06-23 17:25:00,2.65 GB,3.76 GB,6.41 GB
2023-06-23 17:25:15,2.65 GB,3.76 GB,6.41 GB
2023-06-23 17:25:30,2.65 GB,3.77 GB,6.42 GB
2023-06-23 17:25:45,2.65 GB,3.78 GB,6.43 GB
2023-06-23 17:26:00,2.65 GB,3.78 GB,6.44 GB
2023-06-23 17:26:15,2.65 GB,3.79 GB,6.44 GB
2023-06-23 17:26:30,2.64 GB,3.79 GB,6.43 GB
2023-06-23 17:26:45,2.65 GB,3.79 GB,6.43 GB
2023-06-23 17:27:00,2.65 GB,3.79 GB,6.44 GB
2023-06-23 17:27:15,2.65 GB,3.79 GB,6.44 GB
2023-06-23 17:27:30,2.65 GB,3.79 GB,6.44 GB
2023-06-23 17:27:45,2.65 GB,3.78 GB,6.43 GB
2023-06-23 17:28:00,2.64 GB,3.78 GB,6.43 GB
2023-06-23 17:28:15,2.65 GB,3.78 GB,6.43 GB
2023-06-23 17:28:30,2.65 GB,3.78 GB,6.44 GB
2023-06-23 17:28:45,2.63 GB,3.78 GB,6.41 GB
2023-06-23 17:29:00,2.65 GB,3.79 GB,6.43 GB
2023-06-23 17:29:15,2.65 GB,3.79 GB,6.43 GB
2023-06-23 17:29:30,2.64 GB,3.78 GB,6.42 GB
2023-06-23 17:29:45,2.65 GB,3.79 GB,6.43 GB
2023-06-23 17:30:00,2.65 GB,3.80 GB,6.44 GB
2023-06-23 17:30:15,2.64 GB,3.79 GB,6.43 GB
2023-06-23 17:30:30,2.64 GB,3.80 GB,6.44 GB
2023-06-23 17:30:45,2.64 GB,3.80 GB,6.44 GB
2023-06-23 17:31:00,2.64 GB,3.79 GB,6.44 GB
2023-06-23 17:31:15,2.64 GB,3.80 GB,6.44 GB
2023-06-23 17:31:30,2.64 GB,3.80 GB,6.44 GB
2023-06-23 17:31:45,2.64 GB,3.79 GB,6.44 GB
2023-06-23 17:32:00,2.64 GB,3.79 GB,6.43 GB
2023-06-23 17:32:15,2.64 GB,3.79 GB,6.43 GB
2023-06-23 17:32:30,2.64 GB,3.79 GB,6.43 GB
2023-06-23 17:32:45,2.64 GB,3.79 GB,6.43 GB
2023-06-23 17:33:00,2.64 GB,3.79 GB,6.42 GB
2023-06-23 17:33:15,2.64 GB,3.79 GB,6.43 GB

