"Time","total","emqx-3","emqx-0","emqx-2","emqx-1"
2023-07-15 16:37:00,125,25,40,26,34
2023-07-15 16:37:15,125,25,40,26,34
2023-07-15 16:37:30,125,25,40,26,34
2023-07-15 16:37:45,125,25,40,26,34
2023-07-15 16:38:00,125,25,40,26,34
2023-07-15 16:38:15,125,25,40,26,34
2023-07-15 16:38:30,125,25,40,26,34
2023-07-15 16:38:45,125,25,40,26,34
2023-07-15 16:39:00,125,25,40,26,34
2023-07-15 16:39:15,125,25,40,26,34
2023-07-15 16:39:30,125,25,40,26,34
2023-07-15 16:39:45,125,25,40,26,34
2023-07-15 16:40:00,125,25,40,26,34
2023-07-15 16:40:15,125,25,40,26,34
2023-07-15 16:40:30,125,25,40,26,34
2023-07-15 16:40:45,125,25,40,26,34
2023-07-15 16:41:00,125,25,40,26,34
2023-07-15 16:41:15,125,25,40,26,34
2023-07-15 16:41:30,125,25,40,26,34
2023-07-15 16:41:45,125,25,40,26,34
2023-07-15 16:42:00,125,25,40,26,34
2023-07-15 16:42:15,125,25,40,26,34
2023-07-15 16:42:30,125,25,40,26,34
2023-07-15 16:42:45,125,25,40,26,34
2023-07-15 16:43:00,125,25,40,26,34
2023-07-15 16:43:15,125,25,40,26,34
2023-07-15 16:43:30,125,25,40,26,34
2023-07-15 16:43:45,125,25,40,26,34
2023-07-15 16:44:00,125,25,40,26,34
2023-07-15 16:44:15,125,25,40,26,34
2023-07-15 16:44:30,125,25,40,26,34
2023-07-15 16:44:45,125,25,40,26,34
2023-07-15 16:45:00,125,25,40,26,34
2023-07-15 16:45:15,125,25,40,26,34
2023-07-15 16:45:30,125,25,40,26,34
2023-07-15 16:45:45,125,25,40,26,34
2023-07-15 16:46:00,125,25,40,26,34
2023-07-15 16:46:15,125,25,40,26,34
2023-07-15 16:46:30,125,25,40,26,34
2023-07-15 16:46:45,125,25,40,26,34
2023-07-15 16:47:00,125,25,40,26,34
2023-07-15 16:47:15,125,25,40,26,34
2023-07-15 16:47:30,125,25,40,26,34
2023-07-15 16:47:45,125,25,40,26,34
2023-07-15 16:48:00,125,25,40,26,34
2023-07-15 16:48:15,125,25,40,26,34
2023-07-15 16:48:30,125,25,40,26,34
2023-07-15 16:48:45,125,25,40,26,34
2023-07-15 16:49:00,125,25,40,26,34
2023-07-15 16:49:15,125,25,40,26,34
2023-07-15 16:49:30,125,25,40,26,34
2023-07-15 16:49:45,125,25,40,26,34
2023-07-15 16:50:00,125,25,40,26,34
2023-07-15 16:50:15,125,25,40,26,34
2023-07-15 16:50:30,125,25,40,26,34

