"Time","total"
2023-07-17 21:40:00,150
2023-07-17 21:40:15,150
2023-07-17 21:40:30,150
2023-07-17 21:40:45,150
2023-07-17 21:41:00,150
2023-07-17 21:41:15,150
2023-07-17 21:41:30,150
2023-07-17 21:41:45,150
2023-07-17 21:42:00,150
2023-07-17 21:42:15,150
2023-07-17 21:42:30,150
2023-07-17 21:42:45,150
2023-07-17 21:43:00,150
2023-07-17 21:43:15,150
2023-07-17 21:43:30,150
2023-07-17 21:43:45,150
2023-07-17 21:44:00,150
2023-07-17 21:44:15,150
2023-07-17 21:44:30,150
2023-07-17 21:44:45,150
2023-07-17 21:45:00,150
2023-07-17 21:45:15,150
2023-07-17 21:45:30,150
2023-07-17 21:45:45,150
2023-07-17 21:46:00,150
2023-07-17 21:46:15,150
2023-07-17 21:46:30,150
2023-07-17 21:46:45,150
2023-07-17 21:47:00,150
2023-07-17 21:47:15,150
2023-07-17 21:47:30,150
2023-07-17 21:47:45,150
2023-07-17 21:48:00,150
2023-07-17 21:48:15,150
2023-07-17 21:48:30,150
2023-07-17 21:48:45,150
2023-07-17 21:49:00,150
2023-07-17 21:49:15,150
2023-07-17 21:49:30,150
2023-07-17 21:49:45,150
2023-07-17 21:50:00,150
2023-07-17 21:50:15,150
2023-07-17 21:50:30,150
2023-07-17 21:50:45,150
2023-07-17 21:51:00,150
2023-07-17 21:51:15,150
2023-07-17 21:51:30,150
2023-07-17 21:51:45,150
2023-07-17 21:52:00,150
2023-07-17 21:52:15,150
2023-07-17 21:52:30,150
2023-07-17 21:52:45,150
2023-07-17 21:53:00,150
2023-07-17 21:53:15,150
2023-07-17 21:53:30,150
2023-07-17 21:53:45,150
2023-07-17 21:54:00,150
2023-07-17 21:54:15,150
2023-07-17 21:54:30,150
2023-07-17 21:54:45,150
2023-07-17 21:55:00,150
2023-07-17 21:55:15,150
2023-07-17 21:55:30,150
2023-07-17 21:55:45,150
2023-07-17 21:56:00,150
2023-07-17 21:56:15,150
2023-07-17 21:56:30,150
2023-07-17 21:56:45,150
2023-07-17 21:57:00,150
2023-07-17 21:57:15,150
2023-07-17 21:57:30,150
2023-07-17 21:57:45,150
2023-07-17 21:58:00,150
2023-07-17 21:58:15,150
2023-07-17 21:58:30,150
2023-07-17 21:58:45,150
2023-07-17 21:59:00,150
2023-07-17 21:59:15,150
2023-07-17 21:59:30,150
2023-07-17 21:59:45,150
2023-07-17 22:00:00,150
2023-07-17 22:00:15,150
2023-07-17 22:00:30,150
2023-07-17 22:00:45,150
2023-07-17 22:01:00,150
2023-07-17 22:01:15,150
2023-07-17 22:01:30,150
2023-07-17 22:01:45,150
2023-07-17 22:02:00,150
2023-07-17 22:02:15,150
2023-07-17 22:02:30,150
2023-07-17 22:02:45,150
2023-07-17 22:03:00,150
2023-07-17 22:03:15,150
2023-07-17 22:03:30,150
2023-07-17 22:03:45,150
2023-07-17 22:04:00,150
2023-07-17 22:04:15,150
2023-07-17 22:04:30,150
2023-07-17 22:04:45,150
2023-07-17 22:05:00,150
2023-07-17 22:05:15,150
2023-07-17 22:05:30,150
2023-07-17 22:05:45,150
2023-07-17 22:06:00,150
2023-07-17 22:06:15,150
2023-07-17 22:06:30,150
2023-07-17 22:06:45,150
2023-07-17 22:07:00,150

