"Time","emqx-0","emqx-1","emqx-3","emqx-2","Used Memory"
2023-06-27 13:47:45,2.15 GB,2.82 GB,2.65 GB,2.60 GB,10.2 GB
2023-06-27 13:48:00,2.15 GB,2.81 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:48:15,2.17 GB,2.81 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:48:30,2.16 GB,2.81 GB,2.65 GB,2.60 GB,10.2 GB
2023-06-27 13:48:45,2.17 GB,2.81 GB,2.63 GB,2.60 GB,10.2 GB
2023-06-27 13:49:00,2.17 GB,2.81 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:49:15,2.15 GB,2.83 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:49:30,2.16 GB,2.83 GB,2.63 GB,2.57 GB,10.2 GB
2023-06-27 13:49:45,2.18 GB,2.84 GB,2.63 GB,2.57 GB,10.2 GB
2023-06-27 13:50:00,2.19 GB,2.83 GB,2.63 GB,2.57 GB,10.2 GB
2023-06-27 13:50:15,2.19 GB,2.85 GB,2.62 GB,2.56 GB,10.2 GB
2023-06-27 13:50:30,2.19 GB,2.84 GB,2.64 GB,2.57 GB,10.2 GB
2023-06-27 13:50:45,2.10 GB,2.76 GB,2.59 GB,2.50 GB,9.95 GB
2023-06-27 13:51:00,2.11 GB,2.75 GB,2.60 GB,2.53 GB,9.99 GB
2023-06-27 13:51:15,2.12 GB,2.76 GB,2.63 GB,2.55 GB,10.1 GB
2023-06-27 13:51:30,2.13 GB,2.77 GB,2.63 GB,2.57 GB,10.1 GB
2023-06-27 13:51:45,2.15 GB,2.77 GB,2.65 GB,2.58 GB,10.1 GB
2023-06-27 13:52:00,2.15 GB,2.77 GB,2.66 GB,2.58 GB,10.2 GB
2023-06-27 13:52:15,2.15 GB,2.77 GB,2.65 GB,2.58 GB,10.2 GB
2023-06-27 13:52:30,2.16 GB,2.77 GB,2.66 GB,2.58 GB,10.2 GB
2023-06-27 13:52:45,2.16 GB,2.77 GB,2.65 GB,2.58 GB,10.2 GB
2023-06-27 13:53:00,2.15 GB,2.77 GB,2.65 GB,2.58 GB,10.2 GB
2023-06-27 13:53:15,2.15 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:53:30,2.15 GB,2.77 GB,2.65 GB,2.58 GB,10.2 GB
2023-06-27 13:53:45,2.15 GB,2.78 GB,2.64 GB,2.59 GB,10.2 GB
2023-06-27 13:54:00,2.15 GB,2.78 GB,2.64 GB,2.59 GB,10.2 GB
2023-06-27 13:54:15,2.16 GB,2.77 GB,2.65 GB,2.58 GB,10.2 GB
2023-06-27 13:54:30,2.15 GB,2.77 GB,2.64 GB,2.58 GB,10.1 GB
2023-06-27 13:54:45,2.16 GB,2.77 GB,2.65 GB,2.57 GB,10.2 GB
2023-06-27 13:55:00,2.16 GB,2.77 GB,2.63 GB,2.57 GB,10.1 GB
2023-06-27 13:55:15,2.15 GB,2.77 GB,2.64 GB,2.57 GB,10.1 GB
2023-06-27 13:55:30,2.14 GB,2.77 GB,2.64 GB,2.58 GB,10.1 GB
2023-06-27 13:55:45,2.15 GB,2.77 GB,2.64 GB,2.57 GB,10.1 GB
2023-06-27 13:56:00,2.15 GB,2.77 GB,2.64 GB,2.59 GB,10.1 GB
2023-06-27 13:56:15,2.15 GB,2.76 GB,2.64 GB,2.59 GB,10.1 GB
2023-06-27 13:56:30,2.15 GB,2.76 GB,2.63 GB,2.59 GB,10.1 GB
2023-06-27 13:56:45,2.14 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:57:00,2.15 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:57:15,2.15 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:57:30,2.16 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:57:45,2.17 GB,2.79 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:58:00,2.16 GB,2.79 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:58:15,2.16 GB,2.79 GB,2.63 GB,2.60 GB,10.2 GB
2023-06-27 13:58:30,2.17 GB,2.78 GB,2.64 GB,2.61 GB,10.2 GB
2023-06-27 13:58:45,2.16 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:59:00,2.16 GB,2.78 GB,2.64 GB,2.59 GB,10.2 GB
2023-06-27 13:59:15,2.16 GB,2.79 GB,2.65 GB,2.60 GB,10.2 GB
2023-06-27 13:59:30,2.16 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 13:59:45,2.17 GB,2.77 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 14:00:00,2.16 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 14:00:15,2.17 GB,2.78 GB,2.64 GB,2.59 GB,10.2 GB
2023-06-27 14:00:30,2.16 GB,2.78 GB,2.63 GB,2.59 GB,10.2 GB
2023-06-27 14:00:45,2.16 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 14:01:00,2.17 GB,2.78 GB,2.64 GB,2.59 GB,10.2 GB
2023-06-27 14:01:15,2.17 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 14:01:30,2.16 GB,2.78 GB,2.63 GB,2.60 GB,10.2 GB
2023-06-27 14:01:45,2.16 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 14:02:00,2.15 GB,2.77 GB,2.63 GB,2.60 GB,10.2 GB
2023-06-27 14:02:15,2.16 GB,2.78 GB,2.63 GB,2.59 GB,10.2 GB
2023-06-27 14:02:30,2.15 GB,2.78 GB,2.63 GB,2.59 GB,10.2 GB
2023-06-27 14:02:45,2.16 GB,2.78 GB,2.63 GB,2.59 GB,10.2 GB
2023-06-27 14:03:00,2.16 GB,2.77 GB,2.62 GB,2.60 GB,10.1 GB
2023-06-27 14:03:15,2.15 GB,2.78 GB,2.63 GB,2.59 GB,10.2 GB
2023-06-27 14:03:30,2.15 GB,2.78 GB,2.63 GB,2.60 GB,10.2 GB
2023-06-27 14:03:45,2.15 GB,2.78 GB,2.63 GB,2.60 GB,10.2 GB
2023-06-27 14:04:00,2.16 GB,2.78 GB,2.64 GB,2.60 GB,10.2 GB
2023-06-27 14:04:15,2.15 GB,2.78 GB,2.64 GB,2.59 GB,10.2 GB
2023-06-27 14:04:30,2.15 GB,2.78 GB,2.64 GB,2.59 GB,10.2 GB
2023-06-27 14:04:45,2.16 GB,2.79 GB,2.63 GB,2.59 GB,10.2 GB
2023-06-27 14:05:00,2.16 GB,2.78 GB,2.63 GB,2.59 GB,10.2 GB
2023-06-27 14:05:15,2.16 GB,2.78 GB,2.63 GB,2.59 GB,10.2 GB
2023-06-27 14:05:30,2.16 GB,2.78 GB,2.63 GB,2.58 GB,10.1 GB
2023-06-27 14:05:45,2.03 GB,2.69 GB,2.53 GB,2.53 GB,9.78 GB
2023-06-27 14:06:00,2.04 GB,2.69 GB,2.52 GB,2.49 GB,9.73 GB
2023-06-27 14:06:15,2.08 GB,2.73 GB,2.57 GB,2.51 GB,9.89 GB
2023-06-27 14:06:30,2.09 GB,2.74 GB,2.56 GB,2.52 GB,9.91 GB
2023-06-27 14:06:45,2.09 GB,2.74 GB,2.58 GB,2.52 GB,9.93 GB
2023-06-27 14:07:00,2.09 GB,2.75 GB,2.59 GB,2.52 GB,9.95 GB
2023-06-27 14:07:15,2.10 GB,2.75 GB,2.59 GB,2.52 GB,9.96 GB
2023-06-27 14:07:30,2.10 GB,2.75 GB,2.60 GB,2.53 GB,9.98 GB
2023-06-27 14:07:45,2.13 GB,2.76 GB,2.60 GB,2.53 GB,10.0 GB
2023-06-27 14:08:00,2.13 GB,2.77 GB,2.61 GB,2.54 GB,10.0 GB
2023-06-27 14:08:15,2.13 GB,2.76 GB,2.60 GB,2.55 GB,10.0 GB
2023-06-27 14:08:30,2.13 GB,2.77 GB,2.59 GB,2.55 GB,10.0 GB
2023-06-27 14:08:45,2.13 GB,2.78 GB,2.62 GB,2.56 GB,10.1 GB
2023-06-27 14:09:00,2.13 GB,2.78 GB,2.61 GB,2.56 GB,10.1 GB
2023-06-27 14:09:15,2.13 GB,2.77 GB,2.61 GB,2.55 GB,10.1 GB
2023-06-27 14:09:30,2.12 GB,2.77 GB,2.60 GB,2.55 GB,10.0 GB
2023-06-27 14:09:45,2.12 GB,2.77 GB,2.61 GB,2.56 GB,10.1 GB
2023-06-27 14:10:00,2.12 GB,2.77 GB,2.61 GB,2.55 GB,10.1 GB
2023-06-27 14:10:15,2.13 GB,2.76 GB,2.62 GB,2.55 GB,10.1 GB
2023-06-27 14:10:30,2.12 GB,2.77 GB,2.63 GB,2.56 GB,10.1 GB
2023-06-27 14:10:45,2.12 GB,2.77 GB,2.63 GB,2.56 GB,10.1 GB
2023-06-27 14:11:00,2.13 GB,2.77 GB,2.63 GB,2.56 GB,10.1 GB
2023-06-27 14:11:15,2.13 GB,2.76 GB,2.63 GB,2.56 GB,10.1 GB
2023-06-27 14:11:30,2.12 GB,2.76 GB,2.63 GB,2.55 GB,10.1 GB
2023-06-27 14:11:45,2.12 GB,2.77 GB,2.64 GB,2.55 GB,10.1 GB
2023-06-27 14:12:00,2.13 GB,2.77 GB,2.63 GB,2.55 GB,10.1 GB
2023-06-27 14:12:15,2.13 GB,2.77 GB,2.63 GB,2.56 GB,10.1 GB
2023-06-27 14:12:30,2.12 GB,2.77 GB,2.63 GB,2.56 GB,10.1 GB
2023-06-27 14:12:45,2.13 GB,2.77 GB,2.64 GB,2.55 GB,10.1 GB
2023-06-27 14:13:00,2.13 GB,2.77 GB,2.63 GB,2.55 GB,10.1 GB
2023-06-27 14:13:15,2.13 GB,2.76 GB,2.62 GB,2.55 GB,10.1 GB
2023-06-27 14:13:30,2.12 GB,2.77 GB,2.62 GB,2.55 GB,10.1 GB
2023-06-27 14:13:45,2.12 GB,2.77 GB,2.63 GB,2.55 GB,10.1 GB
2023-06-27 14:14:00,2.13 GB,2.77 GB,2.62 GB,2.56 GB,10.1 GB
2023-06-27 14:14:15,2.11 GB,2.77 GB,2.64 GB,2.55 GB,10.1 GB
2023-06-27 14:14:30,2.11 GB,2.77 GB,2.64 GB,2.55 GB,10.1 GB
2023-06-27 14:14:45,2.12 GB,2.79 GB,2.63 GB,2.55 GB,10.1 GB
2023-06-27 14:15:00,2.12 GB,2.78 GB,2.63 GB,2.55 GB,10.1 GB

